Shell FuelSave 98,Shell_FuelSave_95,Shell_VPower_Nitro,Shell_FuelSave_Diesel,Caltex_Regular_92,Caltex_Premium_95,Caltex_Platinum_98,Caltex_Diesel,SPC_Levo_98,SPC_Levo_95,SPC_Levo_92,SPC_Levo_Diesel,Esso_Regular_2000,Esso_Extra_5000,Esso_Supreme_8000,Esso_Diesel
$2.62,$2.31,$2.78,$1.77,SGD 2.270,SGD 2.310,SGD 2.680,SGD 1.750,2.61,2.31,2.27,1.75,S$2.27,S$2.31,S$2.62,S$1.75
